site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
fujisan_sacred_place_and_source_of_artistic_inspiration,"Fujisan, sacred place and source of artistic inspiration",1418,Cultural,(iii),1,JPN,Asia and the Pacific,Unknown,,,2013,2010s,12,False,False,20702.1,True,25,Mountain,https://whc.unesco.org/en/list/1418,"The beauty of the solitary, often snow-capped, stratovolcano, known around the world as Mount Fuji, rising above villages and tree-fringed sea and lakes has long been the object of pilgrimages and inspired artists and poets. The inscribed property consists of 25 sites which reflect the essence of Fujisan’s sacred and artistic landscape. In the 12th century, Fujisan became the centre of training for ascetic Buddhism, which included Shinto elements. On the upper 1,500-metre tier of the 3,776m moun"
himeji_jo,Himeji-jo,661,Cultural,(i)(iv),2,JPN,Asia and the Pacific,Unknown,,,1993,1990s,32,False,False,107,True,1,Cultural Landscape,https://whc.unesco.org/en/list/661,"Himeji-jo is the finest surviving example of early 17th-century Japanese castle architecture, comprising 83 buildings with highly developed systems of defence and ingenious protection devices dating from the beginning of the Shogun period. It is a masterpiece of construction in wood, combining function with aesthetic appeal, both in its elegant appearance unified by the white plastered earthen walls and in the subtlety of the relationships between the building masses and the multiple roof layers"
gusuku_sites_and_related_properties_of_the_kingdom_of_ryukyu,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,972,Cultural,(ii)(iii),2,JPN,Asia and the Pacific,Unknown,,,2000,2000s,25,False,False,54.9,True,9,Coastal,https://whc.unesco.org/en/list/972,"Five hundred years of Ryukyuan history (12th-17th century) are represented by this group of sites and monuments. The ruins of the castles, on imposing elevated sites, are evidence for the social structure over much of that period, while the sacred sites provide mute testimony to the rare survival of an ancient form of religion into the modern age. The wide- ranging economic and cultural contacts of the Ryukyu Islands over that period gave rise to a unique culture."
historic_monuments_of_ancient_kyoto_kyoto_uji_and_otsu_cities,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",688,Cultural,(ii)(iv),2,JPN,Asia and the Pacific,Unknown,,,1994,1990s,31,False,False,1056,True,17,Cultural Landscape,https://whc.unesco.org/en/list/688,"Built in A.D. 794 on the model of the capitals of ancient China, Kyoto was the imperial capital of Japan from its foundation until the middle of the 19th century. As the centre of Japanese culture for more than 1,000 years, Kyoto illustrates the development of Japanese wooden architecture, particularly religious architecture, and the art of Japanese gardens, which has influenced landscape gardening the world over."
iwami_ginzan_silver_mine_and_its_cultural_landscape,Iwami Ginzan Silver Mine and its Cultural Landscape,1246,Cultural,(ii)(iii)(v),3,JPN,Asia and the Pacific,Unknown,,,2007,2000s,18,False,False,529.17,True,14,Mountain,https://whc.unesco.org/en/list/1246,"The Iwami Ginzan Silver Mine in the south-west of Honshu Island is a cluster of mountains, rising to 600 m and interspersed by deep river valleys featuring the archaeological remains of large-scale mines, smelting and refining sites and mining settlements worked between the 16th and 20th centuries. The site also features routes used to transport silver ore to the coast, and port towns from where it was shipped to Korea and China. The mines contributed substantially to the overall economic develo"
sites_of_japans_meiji_industrial_revolution_iron_and_steel_shipbuilding_and_coal_mining,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",1484,Cultural,(ii)(iv),2,JPN,Asia and the Pacific,Unknown,,,2015,2010s,10,False,False,306.66,True,23,Cultural Landscape,https://whc.unesco.org/en/list/1484,"The site encompasses a series of twenty three component parts, mainly located in the southwest of Japan. It bears testimony to the rapid industrialization of the country from the middle of the 19th century to the early 20th century, through the development of the iron and steel industry, shipbuilding and coal mining. The site illustrates the process by which feudal Japan sought technology transfer from Europe and America from the middle of the 19th century and how this technology was adapted to "
as_salt_the_place_of_tolerance_and_urban_hospitality,As-Salt - The Place of Tolerance and Urban Hospitality,689,Cultural,(ii)(iii),2,JOR,Arab States,Asia,,,2021,2020s,4,False,False,24.68,True,1,Mountain,https://whc.unesco.org/en/list/689,"Built on three closely-spaced hills in the Balqa highland of west-central Jordan, the city of As-Salt, was an important trading link between the eastern desert and the west. During the last 60 years of the Ottoman period, the region prospered from the arrival and settlement of merchants from Nablus, Syria, and Lebanon who made their fortunes in trade, banking, and farming. This prosperity attracted skilled craftsmen from different parts of the region who worked on transforming the modest rural s"
um_er_rasas_kastrom_mefa_a,Um er-Rasas (Kastrom Mefa'a),1093,Cultural,(i)(iv),2,JOR,Arab States,Asia,,,2004,2000s,21,False,False,23.928,True,2,Desert,https://whc.unesco.org/en/list/1093,"Most of this archaeological site, which started as a Roman military camp and grew to become a town from the 5th century, has not been excavated. It contains remains from the Roman, Byzantine and Early Muslim periods (end of 3rd to 9th centuries AD) and a fortified Roman military camp. The site also has 16 churches, some with well-preserved mosaic floors. Particularly noteworthy is the mosaic floor of the Church of Saint Stephen with its representation of towns in the region. Two square towers ar"
baptism_site_bethany_beyond_the_jordan_al_maghtas,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),1446,Cultural,(iii),1,JOR,Arab States,Asia,,,2015,2010s,10,False,False,294.155,True,1,Coastal,https://whc.unesco.org/en/list/1446,"Situated on the eastern bank of the River Jordan, nine kilometres north of the Dead Sea, the archaeological site consists of two distinct areas: Tell Al-Kharrar, also known as Jabal Mar-Elias (Elijah’s Hill) and the area of the churches of Saint John the Baptist near the river. Situated in a pristine natural environment the site is believed to be the location where Jesus of Nazareth was baptized by John the Baptist. It features Roman and Byzantine remains including churches and chapels, a monast"
quseir_amra,Quseir Amra,327,Cultural,(i)(iii)(iv),3,JOR,Arab States,Asia,,,1985,1980s,40,False,False,0.0445,True,1,Desert,https://whc.unesco.org/en/list/327,"Built in the early 8th century, this exceptionally well-preserved desert castle was both a fortress with a garrison and a residence of the Umayyad caliphs. The most outstanding features of this small pleasure palace are the reception hall and the hammam, both richly decorated with figurative murals that reflect the secular art of the time."
umm_al_jimal,Umm Al-Jimāl,1721,Cultural,(iii),1,JOR,Arab States,Asia,,,2024,2020s,1,False,False,42.584,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1721,"The property is a rural settlement in northern Jordan that developed organically on the site of an earlier Roman settlement around the 5th century CE and functioned until the end of the 8th century CE. It preserves basaltic structures from the Byzantine and Early Islamic periods that represent the local architecture style of the Hauran region, with some earlier Roman military buildings re-purposed by later inhabitants. The settlement formed part of a broader agricultural landscape that included "
wadi_rum_protected_area,Wadi Rum Protected Area,1377,Mixed,(iii)(v)(vii),3,JOR,Arab States,Asia,,,2011,2010s,14,False,False,74179.7,True,1,Desert,https://whc.unesco.org/en/list/1377,"The 74,000-hectare property, inscribed as a mixed natural and cultural site, is situated in southern Jordan, near the border with Saudi Arabia. It features a varied desert landscape consisting of a range of narrow gorges, natural arches, towering cliffs, ramps, massive landslides and caverns. Petroglyphs, inscriptions and archaeological remains in the site testify to 12,000 years of human occupation and interaction with the natural environment. The combination of 25,000 rock carvings with 20,000"
fort_jesus_mombasa,"Fort Jesus, Mombasa",1295,Cultural,(ii)(iv),2,KEN,Africa,Africa,,,2011,2010s,14,False,False,2.36,True,1,Cultural Landscape,https://whc.unesco.org/en/list/1295,"The Fort, built by the Portuguese in 1593-1596 to the designs of Giovanni Battista Cairati to protect the port of Mombasa, is one of the most outstanding and well preserved examples of 16th Portuguese military fortification and a landmark in the history of this type of construction. The Fort's layout and form reflected the Renaissance ideal that perfect proportions and geometric harmony are to be found in the human body. The property covers an area of 2.36 hectares and includes the fort's moat a"
kenya_lake_system_in_the_great_rift_valley,Kenya Lake System in the Great Rift Valley,1060,Natural,(vii)(ix)(x),3,KEN,Africa,Africa,,,2011,2010s,14,False,False,32034,True,3,River/Valley,https://whc.unesco.org/en/list/1060,"The Kenya Lake System in the Great Rift Valley , a natural property of outstanding beauty, comprises three inter-linked relatively shallow lakes (Lake Bogoria, Lake Nakuru and Lake Elementaita) in the Rift Valley Province of Kenya and covers a total area of 32,034 hectares. The property is home to 13 globally threatened bird species and some of the highest bird diversities in the world. It is the single most important foraging site for the lesser flamingo anywhere, and a major nesting and breedi"
thimlich_ohinga_archaeological_site,Thimlich Ohinga Archaeological Site,1450,Cultural,(iii)(iv)(v),3,KEN,Africa,Africa,,,2018,2010s,7,False,False,21,True,1,Urban,https://whc.unesco.org/en/list/1450,"Situated north-west of the town of Migori, in the Lake Victoria region, this dry-stone walled settlement was probably built in the 16th century CE. The Ohinga (i.e. settlement) seems to have served as a fort for communities and livestock, but also defined social entities and relationships linked to lineage. Thimlich Ohinga is the largest and best preserved of these traditional enclosures. It is an exceptional example of the tradition of massive dry-stone walled enclosures, typical of the first p"
mount_kenya_national_park_natural_forest,Mount Kenya National Park/Natural Forest,800,Natural,(vii)(ix),2,KEN,Africa,Africa,,,1997,1990s,28,False,False,202334,True,2,Mountain,https://whc.unesco.org/en/list/800,"At 5,199 m, Mount Kenya is the second highest peak in Africa. It is an ancient extinct volcano, which during its period of activity (3.1-2.6 million years ago) is thought to have risen to 6,500 m. There are 12 remnant glaciers on the mountain, all receding rapidly, and four secondary peaks that sit at the head of the U-shaped glacial valleys. With its rugged glacier-clad summits and forested middle slopes, Mount Kenya is one of the most impressive landscapes in East Africa. The evolution and eco"
